"","name","unique_id","birth_province","birth_prefecture","birth_county","birth_year","birth_month","rural","ethnicity","participated_long_march","CCP_member_before_1949","second_field","parent_military","parent_military_rank","parent_long_march","parent_CCP_pre_1949","parent_CCP_leader","parent_CCP_leader_highest_position","highest_education","education","college1_name","college1_year","college1_foreign","college1_major","college2_name","college2_year","college2_foreign","college2_major","graduate_degree_1","graduate_university_name_1","graduate_graduated_year_1","graduate_university_foreign_1","graduate_major_1","cc1","cc2","cc3","cc4","cc5","cc6","cc7","cc8","cc9","cc10","cc11","cc12","cc13","cc14","cc15","cc16","cc17","cc18","cc19","cmc","cmc_spells","cmc_first","cmc_last","yuanshuai_year","shangjiang_year","zhongjiang_year","combat","general","general_rank","cc_full_member","cc_full_alt_member","politburo_member","general_xi","general_hu","general_jiang","general_deng","cc_xi","cc_hu","cc_jiang","cc_deng","cmc_xi","cmc_hu","cmc_jiang","cmc_deng","deng.network","jiang.network","hu.network","xi.network","xi.network.alt","jiang.network.alt","hu.network.alt","cmc_chair_connection","cmc_chair_connection_alt","cmc_chair_connection_current","cmc_chair_connection_current_alt","combat_post_1949","college","postgrad","commissar","minority","cohort_decade","post_deng","general_year","first_year","last_year","year","xi.office","hu.office","jiang.office","deng.office","xi.varying","hu.varying","jiang.varying","deng.varying","xi.varying.alt","hu.varying.alt","jiang.varying.alt","cmc_connection_varying","cmc_connection_varying_alt","general_varying","age","foreign","foreign2","foreign2000","foreign2001","foreign2002","foreign2003","domestic","domestic2","domestic1990","domestic1991","domestic1992","domestic1993","domestic2012","domestic2013","domestic2014","domestic2015","education_level"
"491-1993","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"1993",0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2
"491-1994","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"1994",0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"491-1995","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"1995",0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"491-1996","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"1996",0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"491-1997","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"1997",0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"491-1998","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"1998",0,0,1,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"491-1999","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"1999",0,0,1,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"491-2000","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"2000",0,0,1,0,0,0,0,0,0,0,0,0,0,1,65,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2
"491-2001","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"2001",0,0,1,0,0,0,0,0,0,0,0,0,0,1,66,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2
"491-2002","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"2002",0,0,1,0,0,0,0,0,0,0,0,0,0,1,67,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
"491-2003","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"2003",0,0,1,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"491-2004","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"2004",0,1,0,0,0,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"491-2005","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"2005",0,1,0,0,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"491-2006","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"2006",0,1,0,0,0,0,0,0,0,0,0,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"491-2007","曹刚川","491","河南","平顶山市","舞钢市",1935,12,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"苏联炮兵军事工程学院","","1","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143,1123,NA,NA,NA,1,2,1998,2008,NA,1998,1993,"",1,1,1,1,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"3",1,1998,1992,2007,"2007",0,1,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"492-1987","曹双明","492","河南","安阳市","林州市",1929,8,0,"汉族",0,1,1,NA,"",NA,NA,0,"","军校",2,"空军第四航空学校","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2147,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist, Korean",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,"2",1,1992,1987,1994,"1987",0,0,0,1,0,0,0,1,0,0,0,1,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"492-1988","曹双明","492","河南","安阳市","林州市",1929,8,0,"汉族",0,1,1,NA,"",NA,NA,0,"","军校",2,"空军第四航空学校","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2147,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist, Korean",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,"2",1,1992,1987,1994,"1988",0,0,0,1,0,0,0,1,0,0,0,1,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"492-1989","曹双明","492","河南","安阳市","林州市",1929,8,0,"汉族",0,1,1,NA,"",NA,NA,0,"","军校",2,"空军第四航空学校","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2147,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist, Korean",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,"2",1,1992,1987,1994,"1989",0,0,0,1,0,0,0,1,0,0,0,1,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"492-1990","曹双明","492","河南","安阳市","林州市",1929,8,0,"汉族",0,1,1,NA,"",NA,NA,0,"","军校",2,"空军第四航空学校","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2147,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist, Korean",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,"2",1,1992,1987,1994,"1990",0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,2
"492-1991","曹双明","492","河南","安阳市","林州市",1929,8,0,"汉族",0,1,1,NA,"",NA,NA,0,"","军校",2,"空军第四航空学校","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2147,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist, Korean",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,"2",1,1992,1987,1994,"1991",0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,2
"492-1992","曹双明","492","河南","安阳市","林州市",1929,8,0,"汉族",0,1,1,NA,"",NA,NA,0,"","军校",2,"空军第四航空学校","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2147,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist, Korean",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,"2",1,1992,1987,1994,"1992",0,0,1,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2
"492-1993","曹双明","492","河南","安阳市","林州市",1929,8,0,"汉族",0,1,1,NA,"",NA,NA,0,"","军校",2,"空军第四航空学校","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2147,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist, Korean",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,"2",1,1992,1987,1994,"1993",0,0,1,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2
"492-1994","曹双明","492","河南","安阳市","林州市",1929,8,0,"汉族",0,1,1,NA,"",NA,NA,0,"","军校",2,"空军第四航空学校","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2147,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist, Korean",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,"2",1,1992,1987,1994,"1994",0,0,1,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"493-1992","曹和庆","493","河北","邢台市","宁晋县",1938,8,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"中国人民解放军政治学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"3",1,NA,1992,1999,"1992",0,0,1,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2
"493-1993","曹和庆","493","河北","邢台市","宁晋县",1938,8,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"中国人民解放军政治学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"3",1,NA,1992,1999,"1993",0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2
"493-1994","曹和庆","493","河北","邢台市","宁晋县",1938,8,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"中国人民解放军政治学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"3",1,NA,1992,1999,"1994",0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"493-1995","曹和庆","493","河北","邢台市","宁晋县",1938,8,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"中国人民解放军政治学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"3",1,NA,1992,1999,"1995",0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"493-1996","曹和庆","493","河北","邢台市","宁晋县",1938,8,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"中国人民解放军政治学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"3",1,NA,1992,1999,"1996",0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"493-1997","曹和庆","493","河北","邢台市","宁晋县",1938,8,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"中国人民解放军政治学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"3",1,NA,1992,1999,"1997",0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"493-1998","曹和庆","493","河北","邢台市","宁晋县",1938,8,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"中国人民解放军政治学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"3",1,NA,1992,1999,"1998",0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"493-1999","曹和庆","493","河北","邢台市","宁晋县",1938,8,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","大学",2,"中国人民解放军政治学院","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1993,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"3",1,NA,1992,1999,"1999",0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"494-1996","曹惠臣","494","河北","唐山市","乐亭县",1940,7,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中央党校大学","","","经济管理","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1996,2003,"1996",0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"494-1997","曹惠臣","494","河北","唐山市","乐亭县",1940,7,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中央党校大学","","","经济管理","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1996,2003,"1997",0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"494-1998","曹惠臣","494","河北","唐山市","乐亭县",1940,7,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中央党校大学","","","经济管理","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1996,2003,"1998",0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"494-1999","曹惠臣","494","河北","唐山市","乐亭县",1940,7,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中央党校大学","","","经济管理","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1996,2003,"1999",0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"494-2000","曹惠臣","494","河北","唐山市","乐亭县",1940,7,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中央党校大学","","","经济管理","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1996,2003,"2000",0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2
"494-2001","曹惠臣","494","河北","唐山市","乐亭县",1940,7,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中央党校大学","","","经济管理","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1996,2003,"2001",0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2
"494-2002","曹惠臣","494","河北","唐山市","乐亭县",1940,7,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中央党校大学","","","经济管理","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1996,2003,"2002",0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
"494-2003","曹惠臣","494","河北","唐山市","乐亭县",1940,7,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中央党校大学","","","经济管理","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1997,"",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"4",1,NA,1996,2003,"2003",0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
