"","name","unique_id","birth_province","birth_prefecture","birth_county","birth_year","birth_month","rural","ethnicity","participated_long_march","CCP_member_before_1949","second_field","parent_military","parent_military_rank","parent_long_march","parent_CCP_pre_1949","parent_CCP_leader","parent_CCP_leader_highest_position","highest_education","education","college1_name","college1_year","college1_foreign","college1_major","college2_name","college2_year","college2_foreign","college2_major","graduate_degree_1","graduate_university_name_1","graduate_graduated_year_1","graduate_university_foreign_1","graduate_major_1","cc1","cc2","cc3","cc4","cc5","cc6","cc7","cc8","cc9","cc10","cc11","cc12","cc13","cc14","cc15","cc16","cc17","cc18","cc19","cmc","cmc_spells","cmc_first","cmc_last","yuanshuai_year","shangjiang_year","zhongjiang_year","combat","general","general_rank","cc_full_member","cc_full_alt_member","politburo_member","general_xi","general_hu","general_jiang","general_deng","cc_xi","cc_hu","cc_jiang","cc_deng","cmc_xi","cmc_hu","cmc_jiang","cmc_deng","deng.network","jiang.network","hu.network","xi.network","xi.network.alt","jiang.network.alt","hu.network.alt","cmc_chair_connection","cmc_chair_connection_alt","cmc_chair_connection_current","cmc_chair_connection_current_alt","combat_post_1949","college","postgrad","commissar","minority","cohort_decade","post_deng","general_year","first_year","last_year","year","xi.office","hu.office","jiang.office","deng.office","xi.varying","hu.varying","jiang.varying","deng.varying","xi.varying.alt","hu.varying.alt","jiang.varying.alt","cmc_connection_varying","cmc_connection_varying_alt","general_varying","age","foreign","foreign2","foreign2000","foreign2001","foreign2002","foreign2003","domestic","domestic2","domestic1990","domestic1991","domestic1992","domestic1993","domestic2012","domestic2013","domestic2014","domestic2015","education_level"
"495-1988","曹芃生","495","河北","唐山市","乐亭县",1930,7,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1994,1990,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3",1,1990,1988,1996,"1988",0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"495-1989","曹芃生","495","河北","唐山市","乐亭县",1930,7,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1994,1990,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3",1,1990,1988,1996,"1989",0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"495-1990","曹芃生","495","河北","唐山市","乐亭县",1930,7,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1994,1990,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3",1,1990,1988,1996,"1990",0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
"495-1991","曹芃生","495","河北","唐山市","乐亭县",1930,7,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1994,1990,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3",1,1990,1988,1996,"1991",0,0,1,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1
"495-1992","曹芃生","495","河北","唐山市","乐亭县",1930,7,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1994,1990,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3",1,1990,1988,1996,"1992",0,0,1,0,0,0,0,0,0,0,0,0,0,1,62,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1
"495-1993","曹芃生","495","河北","唐山市","乐亭县",1930,7,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1994,1990,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3",1,1990,1988,1996,"1993",0,0,1,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
"495-1994","曹芃生","495","河北","唐山市","乐亭县",1930,7,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1994,1990,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3",1,1990,1988,1996,"1994",0,0,1,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"495-1995","曹芃生","495","河北","唐山市","乐亭县",1930,7,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1994,1990,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3",1,1990,1988,1996,"1995",0,0,1,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"495-1996","曹芃生","495","河北","唐山市","乐亭县",1930,7,0,"汉族",0,1,NA,NA,"",NA,NA,0,"","中学",1,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2148,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1994,1990,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3",1,1990,1988,1996,"1996",0,0,1,0,0,0,0,0,0,0,0,0,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"504-1985","朱光","504","山东","济南市","长清区",1922,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2031,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",1,0,1,1,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,"2",1,1985,1985,1992,"1985",0,0,0,1,0,0,0,1,0,0,0,1,1,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"504-1986","朱光","504","山东","济南市","长清区",1922,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2031,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",1,0,1,1,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,"2",1,1985,1985,1992,"1986",0,0,0,1,0,0,0,1,0,0,0,1,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"504-1987","朱光","504","山东","济南市","长清区",1922,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2031,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",1,0,1,1,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,"2",1,1985,1985,1992,"1987",0,0,0,1,0,0,0,1,0,0,0,1,1,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"504-1988","朱光","504","山东","济南市","长清区",1922,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2031,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",1,0,1,1,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,"2",1,1985,1985,1992,"1988",0,0,0,1,0,0,0,1,0,0,0,1,1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"504-1989","朱光","504","山东","济南市","长清区",1922,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2031,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",1,0,1,1,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,"2",1,1985,1985,1992,"1989",0,0,0,1,0,0,0,1,0,0,0,1,1,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"504-1990","朱光","504","山东","济南市","长清区",1922,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2031,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",1,0,1,1,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,"2",1,1985,1985,1992,"1990",0,0,1,0,0,0,0,0,0,0,0,0,0,1,68,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,2
"504-1991","朱光","504","山东","济南市","长清区",1922,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2031,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",1,0,1,1,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,"2",1,1985,1985,1992,"1991",0,0,1,0,0,0,0,0,0,0,0,0,0,1,69,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,2
"504-1992","朱光","504","山东","济南市","长清区",1922,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2031,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1988,"Communist",1,0,1,1,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,"2",1,1985,1985,1992,"1992",0,0,1,0,0,0,0,0,0,0,0,0,0,1,70,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2
"506-2002","朱启","506","云南","大理白族自治州","祥云县",1942,5,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中共中央党校大学","1998","","经济管理专业","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2032,NA,NA,NA,0,NA,NA,NA,NA,2004,1997,"Vietnamese",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"4",1,2002,2002,2007,"2002",0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
"506-2003","朱启","506","云南","大理白族自治州","祥云县",1942,5,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中共中央党校大学","1998","","经济管理专业","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2032,NA,NA,NA,0,NA,NA,NA,NA,2004,1997,"Vietnamese",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"4",1,2002,2002,2007,"2003",0,0,1,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"506-2004","朱启","506","云南","大理白族自治州","祥云县",1942,5,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中共中央党校大学","1998","","经济管理专业","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2032,NA,NA,NA,0,NA,NA,NA,NA,2004,1997,"Vietnamese",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"4",1,2002,2002,2007,"2004",0,1,0,0,0,0,0,0,0,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"506-2005","朱启","506","云南","大理白族自治州","祥云县",1942,5,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中共中央党校大学","1998","","经济管理专业","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2032,NA,NA,NA,0,NA,NA,NA,NA,2004,1997,"Vietnamese",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"4",1,2002,2002,2007,"2005",0,1,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"506-2006","朱启","506","云南","大理白族自治州","祥云县",1942,5,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中共中央党校大学","1998","","经济管理专业","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2032,NA,NA,NA,0,NA,NA,NA,NA,2004,1997,"Vietnamese",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"4",1,2002,2002,2007,"2006",0,1,0,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"506-2007","朱启","506","云南","大理白族自治州","祥云县",1942,5,0,"",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中共中央党校大学","1998","","经济管理专业","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2032,NA,NA,NA,0,NA,NA,NA,NA,2004,1997,"Vietnamese",1,1,1,1,0,NA,1,1,NA,NA,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"4",1,2002,2002,2007,"2007",0,1,0,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"507-1998","朱增泉","507","江苏","无锡市","",1939,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1996,"Vietnamese",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"3",1,NA,1998,2003,"1998",0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"507-1999","朱增泉","507","江苏","无锡市","",1939,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1996,"Vietnamese",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"3",1,NA,1998,2003,"1999",0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"507-2000","朱增泉","507","江苏","无锡市","",1939,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1996,"Vietnamese",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"3",1,NA,1998,2003,"2000",0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"507-2001","朱增泉","507","江苏","无锡市","",1939,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1996,"Vietnamese",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"3",1,NA,1998,2003,"2001",0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"507-2002","朱增泉","507","江苏","无锡市","",1939,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1996,"Vietnamese",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"3",1,NA,1998,2003,"2002",0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"507-2003","朱增泉","507","江苏","无锡市","",1939,12,0,"",0,NA,NA,NA,"",NA,NA,0,"","",NA,"","","","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1996,"Vietnamese",0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"3",1,NA,1998,2003,"2003",0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"508-1985","朱敦法","508","江苏","徐州市","沛县",1927,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"中国人民解放军军事学院","","","高级系","中国人民解放军军事学院","","","合成指挥系","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,"2",1,1990,1985,1992,"1985",0,0,0,1,0,0,0,1,0,0,0,1,1,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"508-1986","朱敦法","508","江苏","徐州市","沛县",1927,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"中国人民解放军军事学院","","","高级系","中国人民解放军军事学院","","","合成指挥系","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,"2",1,1990,1985,1992,"1986",0,0,0,1,0,0,0,1,0,0,0,1,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"508-1987","朱敦法","508","江苏","徐州市","沛县",1927,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"中国人民解放军军事学院","","","高级系","中国人民解放军军事学院","","","合成指挥系","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,"2",1,1990,1985,1992,"1987",0,0,0,1,0,0,0,1,0,0,0,1,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"508-1988","朱敦法","508","江苏","徐州市","沛县",1927,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"中国人民解放军军事学院","","","高级系","中国人民解放军军事学院","","","合成指挥系","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,"2",1,1990,1985,1992,"1988",0,0,0,1,0,0,0,1,0,0,0,1,1,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"508-1989","朱敦法","508","江苏","徐州市","沛县",1927,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"中国人民解放军军事学院","","","高级系","中国人民解放军军事学院","","","合成指挥系","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,"2",1,1990,1985,1992,"1989",0,0,0,1,0,0,0,1,0,0,0,1,1,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"508-1990","朱敦法","508","江苏","徐州市","沛县",1927,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"中国人民解放军军事学院","","","高级系","中国人民解放军军事学院","","","合成指挥系","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,"2",1,1990,1985,1992,"1990",0,0,1,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,2
"508-1991","朱敦法","508","江苏","徐州市","沛县",1927,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"中国人民解放军军事学院","","","高级系","中国人民解放军军事学院","","","合成指挥系","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,"2",1,1990,1985,1992,"1991",0,0,1,0,0,0,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,2
"508-1992","朱敦法","508","江苏","徐州市","沛县",1927,11,0,"汉族",0,1,1,NA,"",NA,NA,0,"","大学",2,"中国人民解放军军事学院","","","高级系","中国人民解放军军事学院","","","合成指挥系","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2035,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1993,1988,"Communist",1,1,1,1,0,NA,NA,1,0,NA,NA,1,0,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,"2",1,1990,1985,1992,"1992",0,0,1,0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,2
"509-2002","朱文泉","509","江苏","盐城市","响水县",1942,10,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中国人民解放军军事学院","1982","","完成班","国防大学","1993","","进修系","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3121,NA,NA,NA,0,NA,NA,NA,NA,2006,2000,"",1,1,0,1,0,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,"4",1,2002,2002,2007,"2002",0,0,1,0,0,0,0,0,0,0,0,0,0,1,60,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2
"509-2003","朱文泉","509","江苏","盐城市","响水县",1942,10,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中国人民解放军军事学院","1982","","完成班","国防大学","1993","","进修系","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3121,NA,NA,NA,0,NA,NA,NA,NA,2006,2000,"",1,1,0,1,0,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,"4",1,2002,2002,2007,"2003",0,0,1,0,0,0,0,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"509-2004","朱文泉","509","江苏","盐城市","响水县",1942,10,0,"汉族",0,NA,NA,NA,"",NA,NA,0,"","党校",2,"中国人民解放军军事学院","1982","","完成班","国防大学","1993","","进修系","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3121,NA,NA,NA,0,NA,NA,NA,NA,2006,2000,"",1,1,0,1,0,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,"4",1,2002,2002,2007,"2004",0,1,0,0,0,0,0,0,0,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
